datasetKey,sectorKey,alias,action,category,explanation,examples,publisher,size,title,url
33716,20669,Hastriter2013,block,host/parasite association,bat flies (Hippoboscidae) placed under the flea family Stivaliidae,"Maabella [Animalia/Insecta/Siphonaptera/Stivaliidae] vs Hastriter & Bush, 2006 [Animalia/Insecta/Diptera/Hippoboscidae]; Ascodipteron [Animalia/Insecta/Siphonaptera/Stivaliidae] vs Adensamer, 1896 [Animalia/Insecta/Diptera/Hippoboscidae]",Plazi.org taxonomic treatments database,15,"Description of Lentistivalius philippinensis, a new species of flea (Siphonaptera, Pygiosyllomorpha, Stivaliidae), and new records of Ascodipterinae (Streblidae) on bats and other small mammals from Luzon, The Philippines",https://www.checklistbank.org/dataset/33716
270715,44866,Hrycyna2023,block,host/parasite association,bat host Thyroptera placed under Diptera,"Thyroptera Spix, 1823 [Animalia/Insecta/Diptera] vs Spix, 1823 [Animalia/Mammalia/Chiroptera/Thyropteridae]",Plazi.org taxonomic treatments database,10,"Hershkovitzia (Diptera: Nycteribiidae): revision, phylogeny, and cophylogeny",https://www.checklistbank.org/dataset/270715
43628,29774,Joharchi2013,block,host/parasite association,mite Promacrolaelaps placed under the beetle host,"Promacrolaelaps [Animalia/Insecta/Coleoptera] vs Costa, 1971 [Animalia/Arachnida/Mesostigmata/Laelapidae]",Plazi.org taxonomic treatments database,3,A new species of the genus Promacrolaelaps (Acari: Laelapidae) associated with Propomacrus bimucronatus (Pallas) (Coleoptera: Scarabaeidae) in Iran,https://www.checklistbank.org/dataset/43628
7317,7229,Joharchi2015,block,host/parasite association,laelapid mites placed under the ant host (Hymenoptera),"Pseudoparasitus [Animalia/Insecta/Hymenoptera] vs Oudemans [Animalia/Arachnida/Mesostigmata/Laelapidae]; Reticulolaelaps Costa, 1968 [Animalia/Insecta/Hymenoptera] vs Costa, 1968 [Animalia/Arachnida/Mesostigmata/Laelapidae]",Plazi.org taxonomic treatments database,6,"A new species of Reticulolaelaps Costa (Acari: Laelapidae) associated with Tapinoma sp. (Hymenoptera: Formicidae) from Iran, with a review of the world species",https://www.checklistbank.org/dataset/7317
27050,15119,Johnson2006,block,host/parasite association,chewing lice placed under the bird host Pycnonotidae,"Myrsidea [Animalia/Aves/Passeriformes/Pycnonotidae] vs Waterston, 1915 [Animalia/Insecta/Psocodea/Menoponidae]",Plazi.org taxonomic treatments database,8,Five new species of Myrsidea Waterston (Phthiraptera: Menopo- nidae) from bristlebills and greenbuls (Passeriformes: Pycnonotidae) in Ghana,https://www.checklistbank.org/dataset/27050
300357,54360,Jorissen2018,block,host/parasite association,cichlid host genera placed under Monogenea,"Tylochromis [Animalia/Monogenea] vs Regan, 1920 [Animalia/Teleostei/Cichliformes/Cichlidae]; Coptodon Gervais, 1853 [Animalia/Monogenea] vs Gervais, 1853 [Animalia/Teleostei/Cichliformes/Cichlidae]; Hemichromis Peters, 1857 [Animalia/Monogenea] vs Peters, 1857 [Animalia/Teleostei/Cichliformes/Cichlidae]",Plazi.org taxonomic treatments database,15,"Six new dactylogyrid species (Platyhelminthes, Monogenea) from the gills of cichlids (Teleostei, Cichliformes) from the Lower Congo Basin",https://www.checklistbank.org/dataset/300357
47020,33067,Justine2010,block,host/parasite association,lethrinid fish hosts placed under Anisakidae (Nematoda),"Gnathodentex [Animalia/Chromadorea/Rhabditida/Anisakidae] vs Bleeker, 1873 [Animalia/Teleostei/Perciformes/Lethrinidae]; Gymnocranius [Animalia/Chromadorea/Rhabditida/Anisakidae] vs Klunzinger, 1870 [Animalia/Teleostei/Perciformes/Lethrinidae]",Plazi.org taxonomic treatments database,23,"An annotated list of fish parasites (Copepoda, Monogenea, Digenea, Cestoda and Nematoda) collected from Emperors and Emperor Bream (Lethrinidae) in New Caledonia further highlights parasite biodiversity estimates on coral reef fish",https://www.checklistbank.org/dataset/47020
38588,24910,Khaustov2016,block,host/parasite association,mite Petalomium placed under the ant host,"Petalomium Cross, 1965 [Animalia/Insecta/Hymenoptera] vs Cross, 1965 [Animalia/Arachnida/Trombidiformes/Pygmephoridae]",Plazi.org taxonomic treatments database,7,"New species and a record of myrmecophilous mites of the families Neopygmephoridae and Microdispidae (Acari: Heterostigmatina: Pygmephoroidea) associated with Lasius umbratus (Hymenoptera: Formicidae) from Western Siberia, Russia",https://www.checklistbank.org/dataset/38588
7151,7085,Khaustov2021,block,host/parasite association,tarsonemid mite placed under the bark beetle host,"Unguitarsonemus Khaustov & Petrov & Kolesnikov, 2021 [Animalia/Insecta/Coleoptera] vs Khaustov, Petrov & Kolesnikov, 2021 [Animalia/Arachnida/Trombidiformes/Tarsonemidae]",Plazi.org taxonomic treatments database,6,A new genus and two new species of Tarsonemidae (Acari: Heterostigmata) associated with bark beetles (Coleoptera: Curculionidae: Scolytinae) from Peru,https://www.checklistbank.org/dataset/7151
33866,20795,Korenko2013,block,host/parasite association,hymenopteran parasitoids placed under the spider host Zodariidae,"Gelis [Animalia/Arachnida/Araneae/Zodariidae] vs ? [Animalia/Insecta/Coleoptera]; Calymmochilus [Animalia/Arachnida/Araneae/Zodariidae] vs Masi, 1919 [Animalia/Insecta/Hymenoptera/Eupelmidae]",Plazi.org taxonomic treatments database,7,"Hymenopteran parasitoids of the ant-eating spider Zodarion styliferum (Simon) (Araneae, Zodariidae)",https://www.checklistbank.org/dataset/33866
33240,52114,Martin2017,block,host/parasite association,fish host Epinephelus placed under Opecoelidae (Trematoda),"Epinephelus [Animalia/Trematoda/Plagiorchiida/Opecoelidae] vs Bloch, 1793 [Animalia/Teleostei/Perciformes/Epinephelidae]",Plazi.org taxonomic treatments database,56,"An updated concept and revised composition for Hamacreadium Linton, 1910 (Opecoelidae: Plagioporinae) clarifies a previously obscured pattern of host-specificity among species",https://www.checklistbank.org/dataset/33240
20018,9317,Martynova2014,block,host/parasite association,beetle Trichodes placed under Hymenoptera,"Trichodes [Animalia/Insecta/Hymenoptera] vs Herbst, 1792 [Animalia/Insecta/Coleoptera/Cleridae]",Plazi.org taxonomic treatments database,11,"Omalus Sculpticollis As The Main Enemy Of Psenulus Fuscipennis (Hymenoptera: Chrysididae, Crabronidae) In The Crimea, Ukraine",https://www.checklistbank.org/dataset/20018
38540,24864,MayénEstrada2016,block,host/parasite association,crustacean host genera placed under ciliate family Lagenophryidae,"Liberonautes [Chromista/Oligohymenophorea/Peritrichida/Lagenophryidae] vs Bott, 1955 [Animalia/Malacostraca/Decapoda/Potamonautidae]; Lirceus [Chromista/Oligohymenophorea/Peritrichida/Lagenophryidae] vs Rafinesque, 1820 [Animalia/Malacostraca/Isopoda/Asellidae]; Synamphisopus [Chromista/Oligohymenophorea/Peritrichida/Lagenophryidae] vs Nicholls, 1943 [Animalia/Malacostraca/Isopoda/Phreatoicopsidae]",Plazi.org taxonomic treatments database,128,"An annotated checklist of species in the family Lagenophryidae (Ciliophora, Oligohymenophorea, Peritrichia), With a brief review of their taxonomy, morphology, and biogeography",https://www.checklistbank.org/dataset/38540
47705,33734,Menon2011,block,host/parasite association,mite Hemipteroseius placed under the bug host (Hemiptera),"Hemipteroseius [Animalia/Insecta/Hemiptera] vs Evans, 1963 [Animalia/Arachnida/Mesostigmata/Otopheidomenidae]",Plazi.org taxonomic treatments database,3,A new species of Hemipteroseius (Acari: Otopheidomenidae) parasitic on Dysdercus (Hemiptera: Pyrrhocoridae) in India,https://www.checklistbank.org/dataset/47705
49617,35586,Meyer2008,block,host/parasite association,chewing louse Picicola placed under the bird host,"Picicola [Animalia/Aves/Passeriformes/Eurylaimidae] vs Clay & Meinertzhagen, 1938 [Animalia/Insecta/Psocodea/Philopteridae]",Plazi.org taxonomic treatments database,4,"A new species of Picicola Clay and Meinertzhagen, 1938 (Phthiraptera: Ischnocera) parasitic on the Rufous-sided Broadbill (Passeriformes: Eurylaimidae) in Ghana",https://www.checklistbank.org/dataset/49617
284677,46161,Meyer2023,block,host/parasite association,Artemia and Aedes placed under Rotifera,"Artemia [Animalia] vs Leach, 1819 [Animalia/Branchiopoda/Anostraca/Artemiidae]; Aedes [Animalia] vs Meigen, 1818 [Animalia/Insecta/Diptera/Culicidae]",Plazi.org taxonomic treatments database,8,Integrative microscopy to explore physical and nanomechanical properties of eggshells of diapausing embryos in Rotifera: a proof-of-concept study,https://www.checklistbank.org/dataset/284677
291175,47011,MontesRodríguez2024,block,host/parasite association,"natural enemies (Coccinellidae, Chamaemyiidae) placed under Pteromalidae","Cryptolaemus [Animalia/Insecta/Hymenoptera/Pteromalidae] vs Mulsant, 1853 [Animalia/Insecta/Coleoptera/Coccinellidae]; Leucopina [Animalia/Insecta/Hymenoptera/Pteromalidae] vs Malloch, 1927 [Animalia/Insecta/Diptera/Chamaemyiidae]",Plazi.org taxonomic treatments database,13,"Natural enemies of Maconellicoccus hirsutus (Green) (Hemiptera: Coccomorpha: Pseudococcidae), with description of a new species of Leucopina Malloch (Diptera: Chamaemyiidae)",https://www.checklistbank.org/dataset/291175
48186,34203,Mortazavi2011,block,host/parasite association,mite Trochometridium placed under the beetle host,"Trochometridium [Animalia/Insecta/Coleoptera] vs Cross, 1965 [Animalia/Arachnida/Trombidiformes/Pyemotidae]",Plazi.org taxonomic treatments database,3,A new species of the family Trochometridiidae (Acari: Heterostigmatina) associated with Paulusiella sp. (Coleoptera: Elateridae) from Iran,https://www.checklistbank.org/dataset/48186
311707,62981,Murphy2023,block,host/parasite association,snail and mussel prey/host genera placed under Sciomyzidae,"Galba [Animalia/Insecta/Diptera/Sciomyzidae] vs Schrank, 1803 [Animalia/Gastropoda/Lymnaeidae]; Rio [Animalia/Insecta/Diptera/Sciomyzidae] vs Kirkaldy, 1909 [Animalia/Insecta/Hemiptera/Pentatomidae]; Lampsilis [Animalia/Insecta/Diptera/Sciomyzidae] vs Rafinesque, 1820 [Animalia/Bivalvia]",Plazi.org taxonomic treatments database,193,Overview of the Sciomyzidae (Diptera: Sciomyzoidea) of the Americas south of the United States,https://www.checklistbank.org/dataset/311707
44196,30330,Najer2012,block,host/parasite association,chewing lice placed under their passerine host families,"Menacanthus [Animalia/Aves/Passeriformes/Zosteropidae] vs Neumann, 1912 [Animalia/Insecta/Psocodea/Menoponidae]; Philopterus [Animalia/Aves/Passeriformes/Muscicapidae] vs Nitzsch, 1818 [Animalia/Insecta/Psocodea/Philopteridae]; Brueelia [Animalia/Aves/Passeriformes/Turdidae] vs Kéler, 1936 [Animalia/Insecta/Psocodea/Philopteridae]",Plazi.org taxonomic treatments database,38,"Chewing lice (Phthiraptera: Amblycera, Ischnocera) from wild passerines (Aves: Passeriformes) in northern Vietnam, with descriptions of three new species",https://www.checklistbank.org/dataset/44196
267791,44691,Neuhaus2023,block,host/parasite association,kinorhynch host Setaphyes placed under ciliate family Vaginicolidae,"Setaphyes [Chromista/Oligohymenophorea/Peritrichida/Vaginicolidae] vs Sánchez, Yamasaki, Pardos, Sørensen & Martínez, 2016 [Animalia/Allomalorhagida/Pycnophyidae]",Plazi.org taxonomic treatments database,16,"Epibiontic life on intertidal Setaphyes kielensis and S. dentatus (Kinorhyncha, Pycnophyidae) from Sylt, North Sea, Germany, with a description of a new species of Trematosoma (Ciliophora, Acinetidae) and a redescription of Cothurnia buetschlii (Ciliophora, Vaginicolidae)",https://www.checklistbank.org/dataset/267791
34290,21135,Ng2016,block,host/parasite association,pea crab Serenotheres placed under the mussel host (Bivalvia),"Serenotheres [Animalia/Bivalvia] vs Ahyong & Ng, 2005 [Animalia/Malacostraca/Decapoda/Pinnotheridae]",Plazi.org taxonomic treatments database,4,"A new species of pea crab of the genus Serenotheres Ahyong & Ng, 2005 (Crustacea, Brachyura, Pinnotheridae) from the date mussel Leiosolenus Carpenter, 1857 (Mollusca, Bivalvia, Mytilidae, Lithophaginae) from the Solomon Islands",https://www.checklistbank.org/dataset/34290
27538,15506,Oliveira2019,block,host/parasite association,Isospora placed under the bird host,"Isospora [Animalia/Aves/Passeriformes/Tyrannidae] vs Schneider, 1881 [Chromista/Conoidasida/Eucoccidiorida/Eimeriidae]",Plazi.org taxonomic treatments database,3,Isospora brasilsatoae n. sp. (Apicomplexa: Eimeriidae) from thrushes Turdus spp. (Passeriformes: Turdidae) from Brazil,https://www.checklistbank.org/dataset/27538
30937,18294,Orsini2018,block,host/parasite association,nematode Thelastoma placed under the beetle host,"Thelastoma [Animalia/Insecta/Coleoptera] vs Leidy, 1849 [Animalia/Chromadorea/Rhabditida/Thelastomatidae]",Plazi.org taxonomic treatments database,3,Thelastoma vanwaerebekei n. sp. (Oxyurida: Thelastomatidae) a parasite of Gymnetis litigiosa (Coleoptera: Scarabaeidae) from Uruguay,https://www.checklistbank.org/dataset/30937
310639,61929,Pacheco2020,block,host/parasite association,parasitoid wasps placed under their noctuid host,"Copidosoma [Animalia/Insecta/Lepidoptera/Noctuidae] vs Ratzeburg, 1844 [Animalia/Insecta/Hymenoptera/Encyrtidae]; Cotesia [Animalia/Insecta/Lepidoptera/Noctuidae] vs Cameron, 1891 [Animalia/Insecta/Hymenoptera/Braconidae]; Campoletis [Animalia/Insecta/Lepidoptera/Noctuidae] vs Förster, 1868 [Animalia/Insecta/Hymenoptera/Ichneumonidae]",Plazi.org taxonomic treatments database,8,Host suitability of Trichoplusia ni and Chrysodeixis chalcites (Lepidoptera: Noctuidae) for native and nonnative parasitoids expanding their host range,https://www.checklistbank.org/dataset/310639
32904,19980,Rodriguez2017,block,host/parasite association,chytrid Batrachochytrium placed under the frog host,"Batrachochytrium [Animalia/Amphibia/Anura/Craugastoridae] vs Longcore, Pessier & D.K.Nichols [Fungi/Rhizophydiomycetes/Rhizophydiales/Batrachochytriaceae]",Plazi.org taxonomic treatments database,9,"Four new species of terrestrial-breeding frogs of the genus Phrynopus (Anura: Terrarana: Craugastoridae) from Río Abiseo National Park, Peru",https://www.checklistbank.org/dataset/32904
22681,11525,Rodríguez2010,block,host/parasite association,nematode parasites placed under the beetle host (Coleoptera),"Longior [Animalia/Insecta/Coleoptera] vs Travassos & Kloss, 1958 [Animalia/Chromadorea/Rhabditida/Hystrignathidae]; Lepidonema Cobb, 1898 [Animalia/Insecta/Coleoptera] vs Cobb, 1898 [Animalia/Chromadorea/Rhabditida/Hystrignathidae]; Hystrignathus Leidy, 1850 [Animalia/Insecta/Coleoptera] vs Leidy, 1850 [Animalia/Chromadorea/Rhabditida/Hystrignathidae]",ZooKeys,7,"Two new species of nematode (Oxyurida, Hystrignathidae) parasites of Passalus interstitialis Escholtz, 1829 (Coleoptera, Passalidae) from Cuba and a new locality for Longior similis Morffe, Garcia & Ventosa, 2009",https://www.checklistbank.org/dataset/22681
50204,36156,Seeman2007,block,host/parasite association,mite Paradiplogynium placed under the earwig host,"Paradiplogynium [Animalia/Insecta/Dermaptera] vs Womersley, 1958 [Animalia/Arachnida/Mesostigmata/Diplogyniidae]",Plazi.org taxonomic treatments database,3,"A new species of Paradiplogynium (Acari: Diplogyniidae) from Titanolabis colossea (Dohrn) (Dermaptera: Anisolabididae), Australia’s largest earwig",https://www.checklistbank.org/dataset/50204
45933,32013,Shah2011,block,host/parasite association,insect host Gryllotalpa placed under Thelastomatidae (Nematoda),"Gryllotalpa [Animalia/Chromadorea/Rhabditida/Thelastomatidae] vs Latreille, 1802 [Animalia/Insecta/Orthoptera/Gryllotalpidae]",Plazi.org taxonomic treatments database,40,"Nematode parasites of invertebrates from Manipur, North East India (Diagnosis, keys and illustration)",https://www.checklistbank.org/dataset/45933
41365,27577,Shaw2009,block,host/parasite association,myrmecophilous mites placed under the ant host,"Myrmozercon Berlese, 1902 [Animalia/Insecta/Hymenoptera] vs Berlese, 1902 [Animalia/Arachnida/Mesostigmata/Laelapidae]",Plazi.org taxonomic treatments database,7,Two new species of Myrmozercon (Acari: Laelapidae) from Australian ants (Hymenoptera: Formicidae),https://www.checklistbank.org/dataset/41365
7141,7076,Shaw2021,block,host/parasite association,ichneumonid Gelis placed under the beetle host (Coleoptera),Gelis [Animalia/Insecta/Coleoptera] vs ? [Animalia/Arachnida/Araneae/Zodariidae],Plazi.org taxonomic treatments database,3,"The remarkable biology of a new species of Gelis Thunberg, 1827 (Ichneumonidae, Phygadeuontinae), a solitary endoparasitoid of fresh eggs of Timarcha (Coleoptera, Chrysomelidae)",https://www.checklistbank.org/dataset/7141
30017,17530,Sinclair2023,block,host/parasite association,bird host Buteo placed under Hippoboscidae,"Buteo [Animalia/Insecta/Diptera/Hippoboscidae] vs Lacépède, 1799 [Animalia/Aves/Accipitriformes/Accipitridae]",Plazi.org taxonomic treatments database,879,An annotated checklist of the Diptera of the Galápagos Archipelago (Ecuador),https://www.checklistbank.org/dataset/30017
41572,27776,Skoracki2004,block,host/parasite association,quill mites placed under the passerine host,"Dissonus [Animalia/Aves/Passeriformes] vs Wilson C.B., 1906 [Animalia/Copepoda/Dissonidae]; Picobia [Animalia/Aves/Passeriformes] vs Haller, 1878 [Animalia/Arachnida/Trombidiformes/Syringophilidae]; Syringophilopsis [Animalia/Aves/Passeriformes] vs Kethley, 1970 [Animalia/Arachnida/Trombidiformes/Syringophilidae]",Plazi.org taxonomic treatments database,7,Quill mites (Acari: Syringophilidae) from Aegithalos caudatus (Passeriformes: Aegithalidae),https://www.checklistbank.org/dataset/41572
27064,15133,Valim2006,block,host/parasite association,chewing louse placed under the bird host,"Craspedorrhynchus [Animalia/Aves/Falconiformes] vs Kéler, 1938 [Animalia/Insecta/Psocodea/Philopteridae]",Plazi.org taxonomic treatments database,4,"Craspedorrhynchus linardii, a new species of chewing louse (Phthiraptera: Ischnocera: Philopteridae) from the Gray-headed Kite (Aves: Falconiformes: Accipitridae)",https://www.checklistbank.org/dataset/27064
4480,4797,Wang2021,block,host/parasite association,fungus Ophiocordyceps placed under the beetle host,Ophiocordyceps [Animalia/Insecta/Coleoptera] vs Petch [Fungi/Sordariomycetes/Ophiocordycipitaceae],Plazi.org taxonomic treatments database,4,"Ophiocordyceps furcatosubulata, a new entomopathogenic fungus parasitizing beetle larvae (Coleoptera: Elateridae)",https://www.checklistbank.org/dataset/4480
5586,5700,Wen2013,block,host/parasite association,fungus Ophiocordyceps placed under the moth host Hepialidae,Ophiocordyceps [Animalia/Insecta/Lepidoptera/Hepialidae] vs ? [Animalia/Insecta/Coleoptera],Plazi.org taxonomic treatments database,3,"Ophiocordyceps xuefengensis sp. nov. from larvae of Phassus nodus (Hepialidae) in Hunan Province, southern China",https://www.checklistbank.org/dataset/5586
38472,24801,Winterbottom2016,block,host/parasite association,coral Acropora placed under Gobiidae,"Acropora [Animalia/Teleostei/Gobiiformes/Gobiidae] vs Oken, 1815 [Animalia/Anthozoa/Scleractinia/Acroporidae]",Plazi.org taxonomic treatments database,8,"Trimma tevegae and T. caudomaculatum revisited and redescribed (Acanthopterygii, Gobiidae), with descriptions of three new similar species from the western Pacific",https://www.checklistbank.org/dataset/38472
34334,52280,Yoder2014,block,host/parasite association,parasitoid Scelio placed under the grasshopper host Acrididae,"Scelio [Animalia/Insecta/Orthoptera/Acrididae] vs Latreille, 1805 [Animalia/Insecta/Hymenoptera/Scelionidae]",Plazi.org taxonomic treatments database,73,"Monograph of the Afrotropical species of Scelio Latreille (Hymenoptera, Platygastridae), egg parasitoids of acridid grasshoppers (Orthoptera, Acrididae)",https://www.checklistbank.org/dataset/34334
300086,54256,Úngari2020,block,host/parasite association,apicomplexan Dactylosoma placed under the frog host,"Dactylosoma [Animalia/Amphibia/Anura] vs Labbé, 1894 [Chromista/Dactylosomatidae]",Plazi.org taxonomic treatments database,3,"A new species, Dactylosoma piperis n. sp. (Apicomplexa, Dactylosomatidae), from the pepper frog Leptodactylus labyrinthicus (Anura, Leptodactylidae) from Mato Grosso State, Brazil.",https://www.checklistbank.org/dataset/300086
21860,50865,Antonietto2016,block,wrong higher classification,ostracod Harbinia placed under Curculionidae,"Harbinia [Animalia/Insecta/Coleoptera/Curculionidae] vs Tsao, 1959 [Animalia/Ostracoda/Podocopida/Cyprididae]",European Journal of Taxonomy,79,"Ostracoda (Arthropoda, Crustacea) from the Riachuelo Formation, Sergipe-Alagoas Basin, Brazil, Upper Aptian-Albian",https://www.checklistbank.org/dataset/21860
29178,16836,Appolloni2018,block,wrong higher classification,"mollusc genera placed in the wrong class (gastropods under Bivalvia, chiton under Thyasiridae)","Diodora [Animalia/Bivalvia/Nuculanida] vs J. E. Gray, 1821 [Animalia/Gastropoda/Lepetellida/Fissurellidae]; Leda [Animalia/Gastropoda/Lepetellida/Fissurellidae] vs Schumacher, 1817 [Animalia/Bivalvia/Nuculanida/Nuculanidae]; Lepidopleurus [Animalia/Bivalvia/Lucinida/Thyasiridae] vs Risso, 1826 [Animalia/Polyplacophora/Lepidopleurida/Leptochitonidae]",Plazi.org taxonomic treatments database,421,"Catalogue of the primary types of marine molluscan taxa described by Tommaso Allery Di Maria, Marquis of Monterosato, deposited in the Museo Civico di Zoologia, Roma",https://www.checklistbank.org/dataset/29178
294424,47960,Boudinot2024,block,wrong higher classification,ant genera placed under Amphientomidae (Psocodea),"Incertogaster Boudinot, 2024 [Animalia/Insecta/Psocodea/Amphientomidae] vs Boudinot, 2024 [Animalia/Insecta/Hymenoptera/Formicidae]; Eocamponotus Boudinot, 2024 [Animalia/Insecta/Psocodea/Amphientomidae] vs Boudinot, 2024 [Animalia/Insecta/Hymenoptera/Formicidae]",Plazi.org taxonomic treatments database,27,"Et latet et lucet: Discoveries from the Phyletisches Museum amber and copal collection in Jena, Germany",https://www.checklistbank.org/dataset/294424
100335,53578,BribiescaContreras2022,block,wrong higher classification,scalpellid barnacles placed under Aphroditidae (Polychaeta),"Trianguloscalpellum [Animalia/Polychaeta/Phyllodocida/Aphroditidae] vs Zevina, 1978 [Animalia/Thecostraca/Scalpellomorpha/Scalpellidae]; Catherinum [Animalia/Polychaeta/Phyllodocida/Aphroditidae] vs Zevina, 1978 [Animalia/Thecostraca/Scalpellomorpha/Scalpellidae]",Plazi.org taxonomic treatments database,53,"Benthic megafauna of the western Clarion-Clipperton Zone, Pacific Ocean",https://www.checklistbank.org/dataset/100335
21279,58131,ElHawagry2015,block,wrong higher classification,chironomid Paratrichocladius placed under Nymphalidae,"Paratrichocladius [Animalia/Insecta/Lepidoptera/Nymphalidae] vs Santo-Abreu, 1918 [Animalia/Insecta/Diptera/Chironomidae]",Plazi.org taxonomic treatments database,289,"Addenda to the insect fauna of Al-Baha Province, Kingdom of Saudi Arabia with zoogeographical notes",https://www.checklistbank.org/dataset/21279
294071,47874,Hryniewicz2019,block,wrong higher classification,bivalve Cyrtodaria placed under Pollicipedidae (barnacles),"Cyrtodaria Reuss, 1801 [Animalia/Thecostraca/Pollicipedomorpha/Pollicipedidae] vs Reuss, 1801 [Animalia/Bivalvia/Adapedonta/Hiatellidae]",Plazi.org taxonomic treatments database,106,"A late Paleocene fauna from shallow-water chemosynthesis-based ecosystems, Spitsbergen, Svalbard",https://www.checklistbank.org/dataset/294071
2798,3336,Jeanmonod2015,block,wrong higher classification,Allium placed under Pinaceae,Allium [Plantae/Pinopsida/Pinales/Pinaceae] vs ? [Plantae/Polypodiopsida/Ophioglossales/Ophioglossaceae],Plazi.org taxonomic treatments database,265,"Notes à la flore de Corse, XXV",https://www.checklistbank.org/dataset/2798
20638,9844,Jeanmonod2018,block,wrong higher classification,Lemna and Allium placed under Ophioglossaceae,Lemna [Plantae/Polypodiopsida/Ophioglossales/Ophioglossaceae] vs L. [Plantae/Liliopsida/Alismatales/Araceae]; Allium [Plantae/Polypodiopsida/Ophioglossales/Ophioglossaceae] vs L. [Plantae/Liliopsida/Asparagales/Amaryllidaceae],Plazi.org taxonomic treatments database,136,"Notes à la flore de Corse, XXVI",https://www.checklistbank.org/dataset/20638
40739,26968,Jordana2009,block,wrong higher classification,plant genus Ilex placed under Isotomidae (Collembola) (backend#1608),Ilex [Animalia/Collembola/Entomobryomorpha/Isotomidae] vs L.L. [Plantae/Magnoliopsida/Aquifoliales/Aquifoliaceae],Plazi.org taxonomic treatments database,5,"Redescription of Isotominella geophila Delamare Deboutteville, 1948 from Algeria (Collembola, Entomobryomorpha, Isotomidae), a second world record for an Ivory Coast species",https://www.checklistbank.org/dataset/40739
44634,30754,Júnior2012,block,wrong higher classification,hydromedusae placed under Salpidae (Thaliacea),"Eutima [Animalia/Thaliacea/Salpida/Salpidae] vs McCrady, 1859 [Animalia/Hydrozoa/Leptothecata/Eirenidae]; Cnidostoma [Animalia/Thaliacea/Salpida/Salpidae] vs Vanhöffen, 1911 [Animalia/Hydrozoa/Anthoathecata/Hydractiniidae]; Paulinum [Animalia/Thaliacea/Salpida/Salpidae] vs Brinckmann-Voss & Arai, 1998 [Animalia/Hydrozoa/Anthoathecata]",Plazi.org taxonomic treatments database,16,"Gelatinous zooplankton fauna (Cnidaria, Ctenophora and Thaliacea) from Baía da Babitonga (southern Brazil)",https://www.checklistbank.org/dataset/44634
299406,49364,Kakkonen2018,block,wrong higher classification,"marine non-native species placed under Insecta and Phaeophyceae instead of Bryozoa, Amphipoda, Polychaeta, Gastropoda","Schizoporella [Animalia/Insecta] vs Hincks, 1877 [Animalia/Gymnolaemata/Cheilostomatida/Schizoporellidae]; Crassicorophium [Chromista/Phaeophyceae] vs Bousfield & Hoover, 1997 [Animalia/Malacostraca/Amphipoda/Corophiidae]; Ctenodrilus [Chromista/Phaeophyceae] vs Claparède, 1863 [Animalia/Polychaeta/Cirratulidae]",Plazi.org taxonomic treatments database,55,The value of regular monitoring and diverse sampling techniques to assess aquatic non-native species: a case study from Orkney,https://www.checklistbank.org/dataset/299406
305176,59157,Lee2024,block,wrong higher classification,planthoppers (Delphacidae) placed under the dolphin family Delphinidae,"Tropidocephala [Animalia/Mammalia/Cetacea/Delphinidae] vs Stål, 1853 [Animalia/Insecta/Hemiptera/Delphacidae]; Epeurysa [Animalia/Mammalia/Cetacea/Delphinidae] vs Matsumura, 1900 [Animalia/Insecta/Hemiptera/Delphacidae]",Biodiversity Data Journal,16,"First record of Epeurysa distincta Huang & Ding (Hemiptera, Delphacidae, Delphacinae) from South Korea, with an illustrated key to the Korean Tropidocephalini species",https://www.checklistbank.org/dataset/305176
305165,56643,Lutaenko2017,block,wrong higher classification,gastropod Rapana placed under Myidae (Bivalvia),"Rapana [Animalia/Bivalvia/Myidae] vs Schumacher, 1817 [Animalia/Gastropoda/Neogastropoda/Muricidae]",Plazi.org taxonomic treatments database,53,"Mollusks from the shell-midden of the Telyakovskogo 2 site in southern Primorye (Yankovskaya culture), their paleoecology and role in paleoeconomy",https://www.checklistbank.org/dataset/305165
315862,67177,MinisterioParaLaTransiciónEcológicaYElRetoDemográfico2023,block,wrong higher classification,plant Cynomorium placed under Aves; grey literature environmental impact assessment,Cynomorium [Animalia/Aves] vs L. [Plantae/Magnoliopsida/Saxifragales/Cynomoriaceae],Plazi.org taxonomic treatments database,73,"Resolución de 27 de diciembre de 2022, de la Dirección General de Calidad y Evaluación Ambiental, por la que se formula la declaración de impacto ambiental del proyecto « Planta Solar Fotovoltaica Gran Fregacedos de 133 MWp y de las infraestructuras de evacuación Set Premier Fregacedos 30 / 220 kV y SE Camino Fregacedos 220 kV en los términos municipales de Bórox, Añover de Tajo, Alameda de La Sagra, Esquivias y Yeles (Toledo), y Torrejón de Velasco, Torrejón de La Calzada, Cubas de La Sagra, Griñón, Humanes de Madrid y Fuenlabrada (Madrid) »",https://www.checklistbank.org/dataset/315862
23381,12058,Ortega2019,block,wrong higher classification,bivalve Pristigloma placed under Gastropoda,"Pristigloma Dall, 1900 [Animalia/Gastropoda/Colpodaspididae] vs Dall, 1900 [Animalia/Bivalvia/Nuculanida/Pristiglomidae]",Zoosystema,157,The unknown bathyal of the Canaries: new species and new records of deep-sea Mollusca,https://www.checklistbank.org/dataset/23381
