52	1052	COOL: Cercopoidea Organised On Line	COOL	Froghoppers	Soulier-Perkins A.	Muséum National d'Histoire Naturelle, Paris, France	A Soulier-Perkins	May 2017	2017-05-01	COOL is a systematic based database on the Cercopoidea (Froghoppers or Spittlebugs). Its purpose is to gather information on the taxonomy, nomenclature, bibliography, geographic distributin and host-plants for those insects. The objective is to organise the collected knowledge on the froghoppers and to allow an easy access to these information to any interested person. This database is on the process of being developed. At the moment it is based upon the Metcalf catalogue (1960-1962) for the families: Cercopidae, Clastopteridae and Aphrophoridae. Since the Epigydae were described posteriorly to this catalogue the information concerning this family were taken directly from the publication of Hamilton (2001). The Machaerotidae are up to date.	Global
53	1053	Nomen.eumycetozoa.com: An online nomenclatural information system of Eumycetozoa	Nomen.eumycetozoa.com	Slime moulds	Lado C. & Hernández-Crespo J.C.	Real Jardín Botánico de Madrid, CSIC, Madrid, Spain	C Lado	Jan 2017	2017-01-16	Eumycetozoa.com is an on-line taxonomic checklist and nomenclatural information system of the Eumycetozoans of the world (Myxomycetes, Dictyostelids and Protostelids). It provides information on 1,111 species, 2,260 synonyms and 949 invalid or doubtful names employed in this group. The database can be searched by different ranks; it can show the history of the name, all synonyms of the species, taxonomic views in different publications, or the single view of the Eumycetozoa.com editors.	Global
54	1054	Psyl'list: Psylloidea database	Psyllist	Jumping plant lice	Ouvrard D.	The Natural History Museum, London, UK; Muséum National d’Histoire Naturelle, Paris, France	David Ouvrard	May 2017	2017-05-01	Psyl'list is an online database dedicated to Jumping Plant-Lice (Insecta, Hemiptera, Psylloidea). The aim of this ongoing project is primarily to make up the absence of world catalogues for Psylloidea, in organizing taxonomic data and providing easy access to the published taxonomic data already available, but scattered in literature. In the future, information about Psylloidea morphology, host-plants and biogeography, as well as linked molecular data, will be added.	Global
55	1055	LDL NSW: Neuropterida Species of the World	LDL NSW	Lacewings, antlions, owlflies, fishflies, dobsonflies, snakeflies and relatives	Oswald J.D.	Department of Entomology, Texas A&M University, Texas, USA	John D. Oswald; j-oswald@tamu.edu	Jun 2017	2017-06-06	The Neuropterida Species of the World (NSW) catalogue documents fundamental taxonomic, nomenclatural, distributional (geographic, chronostratigraphic, lithostratigraphic), and related information for extant and extinct Neuropterida species on a global scale. The catalogue forms one of the fundamental modules of the Lacewing Digital Library (LDL) web portal <a href="http://lacewing.tamu.edu/">(http://lacewing.tamu.edu/)</a>. The Catalogue of Life dataset contains a restricted extract of NSW data that is focused on the taxonomy and nomenclature  of extant and extinct neuropterid species, together with associated bibliographic information. For more complete information on neuropterid names and taxa, including extensive information on types, search the on-line version of the NSW at <a href="http://lacewing.tamu.edu/Species-Catalogue/scspeciescatalogue.cfm">http://lacewing.tamu.edu/Species-Catalogue/scspeciescatalogue.cfm</a>.	Global
56	1056	LHD: Lacistemataceae Holistic Database	LHD	Waits Numi plant family	Young F.E.	School of Biological Sciences, The University of Reading, Reading, UK	F Young	Oct 2009	2009-10-05	Lacistemataceae is a small family of trees and shrubs located mainly in wet lowland, montane, dry and moist forests in the West Indies, Mexico, Mesoamerica, South America excluding Chile. The objective of the Lacistemataceae Holistic Database is to continue the 40 years dedicated research of Dr. Herman Sleumer (d. 1993). LHD will update knowledge encompassing systematic and environmental sciences. In this year CoL also has taken 12 small plant families from Neotropical Plant Families Database (NPFD) by F.E. Young.	Global
57	1057	Brachiopoda Database	Brachiopoda Database	Lamp-shells	Emig C.C., Bitner M.A., Alvarez F.	BrachNet	Christian Emig	Feb 2016	2016-02-26	Brachiopoda Database is a taxonomic database of recent lamp-shells and higher taxon names, including some fossil taxa. Diagnoses, references, distribution maps of the species and genus are being added gradually and updated . Databases are closely related to the web portal http://paleopolis.rediris.es/BrachNet/. Data are contributed to the Catalogue of Life via the paleopolis.rediris web portal.	G
58	1058	WoRMS Cumacea: World Cumacea database	WoRMS Cumacea	Cumaceans or hooded shrimps	Watling L., Gerken S. .	Darling Marine Center, University of Maine, Walpole ME, USA; University of Alaska Anchorage; Department of Biological Sciences, Anchorage, Alaska; USA	Watling, L.; Gerken, S. .	2017-08-01	2017-08-01	Cumaceans are small crustaceans, generally 1-10mm in size, which occur from tidal to abyssal depths in marine (and brackish) waters throughout the world. Data contributed to the Catalogue of Life via World Register of Marine Species (WoRMS), hosted by the Flanders Marine Institute (VLIZ).	Global
59	1059	WoRMS Ophiuroidea: World Ophiuroidea database	WoRMS Ophiuroidea		Stöhr S., O’Hara T. & Thuy B. (Eds) .	Swedish Museum of Natural History, Stockholm, Sweden; Museum Victoria, Melbourne, Australia	Stöhr, S.; O’Hara, T. & Thuy, B. (Eds) .	2017-08-01	2017-08-01	This first ever world database of extant ophiuroid species names is the result of long term accumulation of taxonomic information from the literature. It is the most recent and up-to-date census of the taxon available. Data are contributed to the Catalogue of Life via the World Register of Marine Species (WoRMS), hosted by the Flanders Marine Institute (VLIZ).	NULL
60	1060	WoRMS Proseriata-Kalyptorhynchia: World database of Proseriata and Kalyptorhynchia	WoRMS Proseriata-Kalyptorhynchia		Artois T., Schockaert E. & Tyler S. 	Hasselt University, Diepenbeek, Belgium	Artois, T.; Schockaert, E. & Tyler, S. 	2015-10-01	2015-10-01	A database was developed at the Research Group Biodiversity, Phylogeny of the University Hasselt, in close cooperation with the Flanders Marine Institute (VLIZ). The end goal of this database is to cover all Rhabditophoran flatworms, providing figures of habitus and important details of the anatomy, literature data and information on distribution. At the moment, only suborders Eukalyptorhynchia and Proseriata are completed and made accessible. Data contributed to the Catalogue of Life via World Register of Marine Species (WoRMS), hosted by VLIZ.	NULL
61	1061	AphidSF: Aphid Species File	AphidSF	Aphids and allied groups	Favret C.	AphidNet, LLC	C Favret	5.0, Jul 2017	2017-06-06	Aphid Species File is an on-line taxonomic, nomenclatural, and bibliographic database of the aphids and allied groups of the world, extinct and extant. It contains over 11,000 names, of which over 5,000 are valid species. It contains over 40,000 literature citations from over 1,500 literature references. The content is authored by Colin Favret on Species File Software developed by David Eades.	Global
62	1062	MantodeaSF: Mantodea Species File	MantodeaSF	Praying mantids	Otte D., Spearman L. & Stiewe M.B.D.	Mantodea Species File	MBD Stiewe	5.0/5.0, Jun 2017	2017-06-06	The Mantodea Species File (MSF) is a taxonomic database of the world's praying mantids (Order Mantodea), both of fossil and living species. It has full synonymic and taxonomic information for over 2,400 valid species and provides many images of specimens deposited in museums worldwide, as well as pictures of living praying mantids in the wild and in captivity.	Global
63	1063	Mites GSDs: OlogamasidBase	OlogamasidBase	Ologamasid mites	Castilho R.C., Silva E.S. & Moraes G.J. de	Escola Superior de Agricultura "Luiz de Queiroz" (ESALQ), Universidade de São Paulo, Brazil	G de Moraes	Oct 2009	2009-10-15	Ologamasidae mites are cosmopolitan, edaphic and free-living. This data base evolved as part of the Doctorate dissertation work conducted by the second author and submitted to the Brazilian “Escola Superior de Agricultura Luiz de Queiroz (ESALQ), Universidade de São Paulo (USP)”. It provides information on the 446 species considered to belong to this family.	Global
64	1064	Solanaceae Source	Solanaceae Source	Nightshade genus	Knapp S., Walley L., Bohs L., Nee M. & Spooner D. (eds)	PBI Solanum project; University of Utah, United States Department of Agriculture, New York Botanical Garden, USA; Natural History Museum, London, UK	S Knapp & L Walley	200811, Nov 2008	2008-11-20	Solanaceae Source is a database of names and descriptions of all taxa in the genus Solanum. The database is the result of the project “PBI Solanum – a worldwide treatment”, funded by the National Science Foundation under the Planetary Biodiversity Inventory program (award DEB-0316614), with some additional funding provided by the SYNTHESYS Project (http://www.synthesys.info/) which is financed by European Community Research Infrastructure Action under the FP6 programme “Structuring the European Research Area”.	Global
65	1065	PlecopteraSF: Plecoptera Species File	PlecopteraSF	Stoneflies	DeWalt R.E.; Maehr M., New-Becker U. & Stueber G.	Illinois Natural History Survey, Champaign IL, USA; Max Planck Institute, Germany	NULL	5.0, Jun 2017	2017-06-06	The Plecoptera Species File is a taxonomic database of the world's stoneflies (order Plecoptera). It includes valid names, their synonyms, links to references, distribution, and specimen data.	Global
66	1066	Droseraceae Database	Droseraceae Database	Sundew family	Culham A. & Yesson C.	Centre for Plant Diversity and Systematics, School of Biological Sciences, The University of Reading, Reading, UK	A Culham & C Yesson	0.1, Dec 2008	2009-01-09	Droseraceae Database is a research database of names of the family Droseraceae including infraspecific ranks. The database has been compiled to guide nomenclatural, phylogenetic and distributional research into the family. Work on the database is in progress and not all names and synonyms are currently included. Future releases of the database will include reference to types, to DNA sequence data and enhanced distributional data.	Global
67	1067	ITIS Bees: World Bee Checklist	ITIS Bees	Bees	Ruggiero M. (project leader), Ascher J. et al.	The Integrated Taxonomic Information System (ITIS)	T Orrell (custodian)	Sep 2009	2009-09-28	Together with specialists around the world, ITIS has completed a checklist of the bee species of the world. The checklist (with some synonyms and subspecies) is integrated into the ITIS database. Project led by M. Ruggiero (ITIS). Principal scientific contributors: J.S. Ascher (AMNH, USA), C. Eardley (PPRI, South Africa), T. Griswold (USDA, USA), G. Melo (Federal University of Parana, Brazil), A. Polaszek (NHM, UK), O. Tadauchi (University of Kyushu, Japan), K. Walker (Museum Victoria, Australia), N. Warrit (NMNH, USA), and P. Williams (NHM, UK). Principal technical contributors: D. Nicolson (USGS, USA); J. Pickering (Discover Life and University of Georgia, USA) and D. Remsen (GBIF, Denmark).	Global
68	1068	Taxapad Ichneumonoidea	Taxapad Ichneumonoidea	Ichneumonid and braconid wasps	Yu D.S.K.	Taxapad project	D Yu	May 2009	2009-05-04	The Ichneumonoidea is one of the largest superfamilies of the apocritan wasps with 58,121 described species and is distributed world wide. The taxonomic, biological, morphological and distribution information of the group gleaned from over 30,000 references were organized based on scientific names and made accessible by Taxapad, a relational taxonomic database management system.	Global
69	1069	Mites GSDs: RhodacaridBase	RhodacaridBase	Rhodacarid mites	Castilho R.C. & Moraes G.J. de	Escola Superior de Agricultura "Luiz de Queiroz" (ESALQ), Universidade de São Paulo, Brazil	Gilberto de Moraes	Oct 2009	2009-10-15	Rhodacaridae mites are cosmopolitan, edaphic and free-living. This data base evolved as part of the MS thesis work conducted in collaboration with the Brazilian “Escola Superior de Agricultura Luiz de Queiroz (ESALQ), Universidade de São Paulo (USP)” and presented by the first author to the Brazilian “Universidade Estadual Paulista (UNESP) – Jaboticabal”. It provides information on the 137 species of this family.	Global
70	1070	Mites GSDs: PhytoseiidBase	PhytoseiidBase	Phytoseiid mites	Castilho R.C., Narita J.P.Z., Moraes G.J. de & McMurtry J.A.	Escola Superior de Agricultura "Luiz de Queiroz" (ESALQ), Universidade de São Paulo, Brazil	G de Moraes	Sep 2009	2009-09-24	The Phytoseiidae are predatory mites found mostly on plants, playing an important role in the control of mite and small insect pests. This database was prepared based mostly on information summarized by Moraes et al. (1986, 2004), updated to include the new species described in the last 5 years and in accordance with the publications by Chant & McMurtry (2003-2007). It provides information on the 2186 species names.	Global
73	1073	Brassicaceae species checklist and database	Brassicaceae	Crucifers, mustard or cabbage family	Warwick S.I., Francis A. & Al-Shehbaz I.A.	Agriculture and Agri-Food Canada, Eastern Cereal and Oilseed Research Centre, Central Experimental Farm, Ottawa, Ontario, Canada; Missouri Botanical Garden, St. Louis, USA	G Baillargeon & S Warwick	2, Oct 2009	2009-12-10	A species checklist has been prepared for the Brassicaceae (Cruciferae) family, providing the first updated list in over 70 years. The current taxonomic database contains approximately 14,000 plant names, compiled from the taxonomic literature starting with Linnaeus’s Species plantarum in 1753 to the present. Taxon status and synonymy, taxon name, scientific authority, literature source and source verification, and the basionym are provided for each record.	Global
74	1074	ELPT: Early Land Plants Today	ELPT	Hornworts and liverworts	Söderström L., Hagborg A., von Konrat M. (eds.)	NTNU, Trondheim & Field Museum, Chicago	Matt von Konrat, Lars Söderström, A. Hagborg, 	Jan 2017	2017-01-17	The Early Land Plants Today (ELPT) project aims to combine existing data on nomenclature, taxonomy and distribution for liverworts and hornworts. The project is jointly coordinated by Prof. Lars Söderström (Norwegian University of Science and Technology, Trondheim, Norway) and Anders Hagborg and Dr. Matt von Konrat (The Field Museum, Chicago, USA). This is an internationally coordinated effort involving over 40 bryologists from more than 16 countries. The data presented here is based on the first-ever worldwide checklist for liverworts (Marchantiophyta) and hornworts (Anthocerotophyta) published in 2016 and some recent updates after that. The checklist and the CoL data are derived from a working database centralizing nomenclature, taxonomy and geography on a global scale. As of January 2017 the database includes about 39,000 names of about 8,600 ‘accepted’ taxa, a bibliography of more than 25,000 references and more than 700,000 distribution records. The data includes all extant taxa for liverworts and hornworts and macrofossils closely related to them.  Prior to this effort a lack of centralization was a major impediment for the study and analysis of species richness, conservation and systematic research at both regional and global scales. The checklist as well as a list of contributors can be accessed at <a href="https://doi.org/10.3897/phytokeys.59.6261" target="_blank">doi.org/10.3897/phytokeys.59.6261</a>. The data maintained in the database is constantly growing and has been used for several regional checklists and nomenclature summaries of individual families. The data is made available for other international databasing and conservation initiatives. This effort has been partially funded over the past several years by a variety of institutions and agencies including the Norwegian University of Science and Technology, The Field Museum, GBIF and the National Science Foundation.	Global
75	1075	NZIB: New Zealand Inventory of Biodiversity	NZIB	Various animalian taxa from New Zealand	Gordon D. (ed)	National Institute of Water & Atmospheric Research, Wellington; Landcare Research, New Zealand	D Gordon	Jun 2009	2009-06-12	About 5,000 animal species have been included from New Zealand to fill gaps in previously missing genera. They are supplied by the 12-year Species 2000 NZ project coordinated by Dennis Gordon at NIWA, and published as the New Zealand Inventory of Biodiversity (NZIB). NZIB provides baseline data as a component of the recently established New Zealand Organisms Register (NZOR), led by Jerry Cooper.	Regional (New Zealand)
76	1076	MBB: Moss Bug Base	MBB	Moss bugs	Burckhardt D.	Naturhistorisches Museum, Basel, Switzerland	D Ouvrard	1.0, Sep 2009	2009-10-22	Moss Bug Base is a taxonomic database of extant and fossil taxa of suborder Coleorrhyncha. It contains information on taxonomy (accepted names and synonyms), nomenclature, bibliography and distribution as basis for further studies on these insects. It is intended to add information on host relationships for extant taxa and on stratigraphy for fossil taxa in future releases.	Global
78	1078	Mites GSDs: TenuipalpidBase	TenuipalpidBase	Tenuipalpid mites	Mesa N.C., Ochoa  R., Welbourn W.C., Evans G.A., Castilho R.C. & Moraes G.J. de	Escola Superior de Agricultura "Luiz de Queiroz" (ESALQ), Universidade de São Paulo, Brazil; Universidad Nacional de Colombia sede Palmira, Facultad de Ciencias Agropecuárias, Colombia; Systematic Entomology Laboratory, US Department of Agriculture, USA; Florida Department of Agriculture & Consumer Services, Division of Plant Industry; US Department of Agriculture, USA	G de Moraes	Nov 2009	2009-11-24	The Tenuipalpidae are phytophagous mites found worldwide. Some of them are important pests and others have been mentioned as vectors of virus affecting many plant species, especially in tropical and subtropical areas. This database was prepared based on information summarized by Mesa et al. (2009). It provides information on 950 species names.	Global
79	1079	LIAS: A Global Information System for Lichenized and Non-Lichenized Ascomycetes	LIAS	Lichens	Rambold G. (lead editor; for detailed information see http://liaslight.lias.net/About/Impressum.html and http://liasnames.lias.net/About/Impressum.html)	LIAS, Botanische Staatssammlung München, Germany	D Triebel	Dec 2015	2015-12-01	LIAS is a multi-authored information system for the collection and distribution of descriptive and other biodiversity data on lichens and selected groups of non-lichenized ascomycetes. LIAS is a long-term designed project with the final goal to comprise global data – estimates for the total number of lichen species worldwide range between 13.500 and 20.000. As GSD for Lichens LIAS is delivering combined data from LIAS light at http://liaslight.lias.net and LIAS names at http://liasnames.lias.net.	Global
80	1080	BdelloideaBase: Bdellid & Cunaxid Databases	BdelloideaBase	Bdellid and cunaxid mites	Den Heyer J. & Hernandes F.A.	Department of Zoology & Entomology, University of the Free State, Bloemfontein, Republic of South Africa; Departamento de Zoologia e Botanica, Acarology laboratory, UNESP - Sao Paulo State University, Sao Paulo, Brazil	J Den Heyer	Feb 2013	2013-02-28	The Bdelloidea are free-living, predatory mites with a cosmopolitan distribution, inhabiting practically all temperate zones. They inhabit the top soil layer, most vegetation strata and the marine littoral zone. The CunaxidBase was compiled by Dr. Jacob den Heyer (custodian), consisting of 329 species and 4 synonyms. The BdellidBase, consisting of 246 valid species and 66 synonyms, was compiled by Drs Jacob den Heyer and F.A. Hernandes (custodian). The BdelloideaBase substitutes for the CunaxidBase of the 2011 Annual Checklist.	Global
81	1081	WoRMS Bryozoa: World List of Bryozoa	WoRMS Bryozoa	Bryozoans, moss animals	Bock P., Gordon D. .	Museum Victoria, Melbourne, Australia; National Institute of Water and Atmospheric Research, Wellington, New Zealand	Bock, P.; Gordon, D. .	2017-08-01	2017-08-01	This first ever world database of extant marine bryozoan species is the result of long term accumulation of taxonomic information from the literature. It is the most recent and up-to-date census of the taxon available. Data have been contributed to the Catalogue of Life via the World Register of Marine Species (WoRMS), hosted by the Flanders Marine Institute (VLIZ).	Global
82	1082	SpmWeb: Spider Mites Web	SpmWeb	Spider mites	Migeon A. & Dorkeld F.	Institut National de le Recherche Agronomique (INRA), CBGP, Montpellier, France	A Migeon	Jul 2011	2011-07-05	Spider Mites Web is designated to give all information about the spider mites family (Acari: Tetranychidae). The aim is to provide comprehensive knowledge on all the spider mites in the world: the taxonomic data relating the history of nomenclature; the geographical distribution (with maps) and the host plants. All this knowledge gives a synthetic view of the biodiversity of these mites. Spider Mites Web contains 1,265 valid species recorded, 1,302 references, 12,004 host records on 3938 different plants, 5,511 geographic distribution records.	Global
83	1083	3i Cicadellinae: 3i interactive keys and taxonomic databases, subfamily Cicadellinae	3i Cicadellinae	Leafhoppers	Takiya D. & Dmitriev D.	Illinois Natural History Survey, Champaign IL, USA	D Dmitriev	Jan 2017	2017-01-09	Cicadellinae is a mainly tropical group of relatively large brightly coloured xylem-feeding leafhoppers, also known as sharpshooters. The list of species was generated from the 3i database. The 3i Interactive Keys and Taxonomic Databases software was developed with the support from NSF Revisionary Systematics grants. It contains descriptive, distributional, host plant data, and literature references.	Global
84	1084	3i Typhlocybinae: 3i interactive keys and taxonomic databases, subfamily Typhlocybinae	3i Typhlocybinae	Leafhoppers	Dmitriev D. 	Illinois Natural History Survey, Champaign IL, USA	D Dmitriev	Jan 2017	2017-01-09	Typhlocybinae is the second largest subfamily of leafhoppers, comprising tiny delicate mesophyll-feeding insects. The checklist was generated from the 3i database which provides information on all species, including descriptive, distributional and host plant data, and literature references. 3i (Internet-accessible Interactive Identification) is a set of software tools for creating on-line identification keys, taxonomic databases, and virtual taxonomic revisions. 	Global
85	1085	WoRMS Nemertea: World Nemertea Database	WoRMS Nemertea		Norenburg J., Gibson R., Herrera Bachiller A., Strand M. .	Department of Invertebrate Zoology, National Museum of Natural History, Smithsonian Institution, Washington DC, USA	Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	NULL
86	1086	WoRMS Bochusacea: World List of Bochusacea	WoRMS Bochusacea	NULL	Boxshall G.A. .	Department of Zoology, Natural History Museum, London, UK	Boxshall, G.A. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
87	1087	WoRMS Brachypoda: World List of Brachypoda	WoRMS Brachypoda	Brachypods	Boxshall G.A. .	Department of Zoology, Natural History Museum, London, UK	Boxshall, G.A. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
88	1088	WoRMS Mystacocarida: World List of Mystacocarida	WoRMS Mystacocarida		Boxshall G.A. .	Department of Zoology, Natural History Museum, London, UK	Boxshall, G.A. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	NULL
89	1089	EmbiopteraSF: Embioptera Species File	EmbiopteraSF	Webspinners	Maehr M.D. & Eades D.C.	Illinois Natural History Survey, USA	Mike Maehr	5.0, Jun 2017	2017-06-06	The Embioptera Species File is a taxonomic database of the scientific names of the world's webspinners (Order Embioptera = Embiidina = Embiodea). The goal of EmbiopteraSF is to foster research and learning on webspinners, while increasing our understanding of the world's biodiversity. The EmbiopteraSF has information for approximately 400 valid species and 600 total names. Both extinct and extant species are included. Type specimen information is currently available on over half the species. Plans are under development for adding images, distributions and ecological information.	Global
90	1090	WoRMS Polychaeta: World Polychaeta database	WoRMS Polychaeta		Read G., Fauchald K. (Ed.) .	National Institute of Water and Atmospheric Research Wellington, New Zealand; National Museum of Natural History, Smithsonian Institution, Washington DC, USA	Read, G.; Fauchald, K. (Ed.) .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	NULL
91	1091	WoRMS Remipedia: World Remipedia Database	WoRMS Remipedia		Koenemann S., Hoenemann M., Stemme T. .	Department of Biology and Didactics, University of Siegen, Germany	Koenemann, S.; Hoenemann, M.; Stemme T. .	2017-08-01	2017-08-01	The Remipedia database contains all currently known and recognized species (and higher taxa). Remipedes are crustaceans that live exclusively in coastal anchialine caves. This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	NULL
92	1092	WoRMS Tantulocarida: World List of Tantulocarida	WoRMS Tantulocarida		Boxshall G. A. .	Department of Zoology, Natural History Museum, London, UK	Boxshall, G. A. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	NULL
93	1093	WoRMS Thermosbaenacea: World List of Thermosbaenacea	WoRMS Thermosbaenacea		Poore G. .	Museum Victoria, Melbourne, Australia	Poore, G. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	NULL
94	1094	WoRMS Isopoda: World Marine, Freshwater and Terrestrial Isopod Crustaceans database	WoRMS Isopoda		Boyko C.B, Bruce N.L., Hadfield K.A., Merrin K.L., Ota Y., Poore G.C.B., Taiti S., Schotte M. & Wilson G.D.F. (Eds) (2008 onwards).	Department of Invertebrate Zoology, National Museum of Natural History, Smithsonian Institution, Washington DC, USA	Boyko, C.B; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S.; Schotte, M. & Wilson, G.D.F. (Eds) (2008 onwards).	2017-08-01	2017-08-01	This list began as an initiative of the US National Museum of Natural History, Smithsonian Institution, maintained by the late Brian Kensley and Marilyn Schotte. It grew into a valuable resource http://invertebrates.si.edu/isopod/ for providing nomenclature on the Isopoda: Schotte, M., B.F. Kensley, and S. Shilling (1995 onwards). World list of Marine, Freshwater and Terrestrial Crustacea Isopoda. National Museum of Natural History Smithsonian Institution: Washington D.C., USA. This list is now reconstructed at http://www.marinespecies.org, with more detailed information on synonymies and distributions, and a capability to host more information, such as images, original literature, and specimen data. This list will be transferred on a monthly basis back to the Smithsonian site. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	NULL
95	1095	WoRMS Asteroidea: World Asteroidea database	WoRMS Asteroidea	Starfish or sea stars	Mah C.L. .	National Museum of Natural History, Smithsonian Institution, Washington DC, USA	Mah, C.L. .	2017-08-01	2017-08-01	The core of the World Asteroidea Database (WAD) is derived from the "Asteroid Names List" developed primarily by Ailsa M. Clark. However the WAD is complimented by numerous other echinoderm compendia (e.g., Clark & Downey's Starfishes of the Atlantic, Rowe & Gate's Zoological Catalogue of Australia, etc) and will eventually include all subsequent taxonomic changes and newly described taxa. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
96	1096	MOWD: Membracoidea of the World Database	MOWD	Treehoppers and leafhoppers	McKamey S.	USDA Agricultural Research Service, Systematc Entomology Laboratory, Washington DC, USA	D Ouvrard	1011, Nov 2010	2010-11-23	MOWD includes almost all valid names of Membracoidea worldwide. Synonyms and unpublished combinations will be added later. MOWD also includes country distributions of all species. In the original species description citations (1758-1955), letter designations refer to the Catalogue of the Homoptera, available online (www.lib.ncsu.edu/specialcollections/digital/metcalf/index.html). MOWD was developed and is maintained by Dr. Stuart McKamey, with some financial assistance from Dr. Christopher Dietrich (Illinois Natural History Survey).	Global
97	1097	Saccharomycetes	Saccharomycetes	Ascomycetous yeast forming fungi	Offord L.C. & Kirk P.M.	Royal Botanic Gardens, Kew, Richmond, UK	Paul Kirk	Jan 2016	2016-01-22	The ascomycetous yeast forming fungi include many species of economic, industrial and medical importance, e.g., Saccharomyces cerevisiae (used in the brewing and food industries and the first eukaryote to have its genome fully sequenced) and Candida albicans (infecting the human mouth, alimentary and genital tracts).	Global
98	1098	Dothideomycetes	Dothideomycetes	NULL	Crous P.W. et al.	Fungal Biodiversity Center, The Centraalbureau voor Schimmelcultures (CBS), Royal Netherlands Academy of Arts and Sciences (KNAW), Utrecht, The Netherlands	Paul Kirk	Jan 2016	2016-01-22	The pyrenomycetous fungi classified in the Dothideomycetes include many species of economic importance, particularly as plant pathogens (as causal agents of leaf disease) but also as environmental contaminants, some of which are of medical importance (e.g. as allergens).	Global
99	1099	WoRMS Oligochaeta: World List of Marine Oligochaeta	WoRMS Oligochaeta		Timm T. & Erséus C. .	Centre for Limnology, Institute of Agricultural and Environmental Sciences, Estonian University of Life Sciences, Tartu, Estonia	Timm, T. & Erséus, C. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	NULL
100	1100	WoRMS Xenoturbellida: World List of Xenoturbellida	WoRMS Xenoturbellida		Gofas S. .	Departamento de Biología Animal, Faculty of Sciences, University of Málaga, Spain	Gofas, S. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	NULL
101	1101	Systema Dipterorum	Systema Dipterorum	Flies, mosquitoes, bots, midges and gnats	Pape T. & Thompson F.C. (eds)	Department of Entomology, Natural History Museum of Denmark, Copenhagen, Denmark; Department of Entomology, Smithsonian Institution, Washington DC, USA	C Thompson & T Pape	2.0, Jan 2011	2011-01-06	Systema Dipterorum* provides a comprehensive, online portal to knowledge about flies as well as a framework for organizing and integrating future data and knowledge. More than 150,000 extant species of Diptera have been described under >250,000 names. Systema Dipterorum contains an estimated 99% of all names in Diptera, but only about 10% of these have been peer reviewed. Systema Dipterorum provides a synonymic checklist to enable the user to find the correct name and basic nomenclatural data for each nominal dipteran taxon. Complete documentation on Systema Dipterorum, its sources, standards, status, and structure, is provided online.
* Systema Dipterorum replaces the former BDWD (Biosystematic Database of World Diptera) used in the 2005-2010 Annual Checklists.	Global
